"","Location","Year","Month","average_monthly_rainfall","average_monthly_temp","average_monthly_wind","average_monthly_hum","State"
"68","Adelaide","2014","January",0.351724137931034,25.5241935483871,41.4193548387097,36.0483870967742,"South Australia"
"69","Adelaide","2014","July",3.21290322580645,11.75,40.1935483870968,69.0967741935484,"South Australia"
"70","Adelaide","2014","June",3.47333333333333,12.8383333333333,37.2666666666667,71.2666666666667,"South Australia"
"71","Adelaide","2014","March",0.730769230769231,21.2741935483871,35.3870967741936,51.3709677419355,"South Australia"
"72","Adelaide","2014","May",2.38518518518518,16.4209677419355,32.2258064516129,60.4838709677419,"South Australia"
"73","Adelaide","2014","November",0.841379310344828,20.6366666666667,37.1,40.6,"South Australia"
"74","Adelaide","2014","October",0.161290322580645,19.058064516129,37.5806451612903,40.5806451612903,"South Australia"
"75","Adelaide","2014","September",1.04666666666667,15.8483333333333,40.6,47,"South Australia"
"76","Adelaide","2015","April",1.91333333333333,15.785,32.6896551724138,53.5689655172414,"South Australia"
"77","Adelaide","2015","August",1.56129032258064,11.9887096774194,32.0322580645161,65.5806451612903,"South Australia"
"78","Adelaide","2015","December",0.433333333333333,25.2854838709677,36.8709677419355,32.55,"South Australia"
"79","Adelaide","2015","February",0.0214285714285714,25.3732142857143,36.9285714285714,37.875,"South Australia"
"80","Adelaide","2015","January",1.34193548387097,23.1032258064516,42.6129032258064,48.5967741935484,"South Australia"
"81","Adelaide","2015","July",2.3741935483871,10.708064516129,32.7741935483871,67.1451612903226,"South Australia"
"82","Adelaide","2015","June",0.513333333333333,12.1516666666667,25.2,64.9166666666667,"South Australia"
"83","Adelaide","2015","March",0.0774193548387097,20.0032258064516,35.8387096774194,48.5,"South Australia"
"84","Adelaide","2015","May",2.56428571428571,14.2354838709677,31.3103448275862,64.3333333333333,"South Australia"
"85","Adelaide","2015","November",0.337931034482759,20.9603448275862,34.1071428571429,42.7586206896552,"South Australia"
"86","Adelaide","2015","October",0.290322580645161,20.5548387096774,32,41.1290322580645,"South Australia"
"87","Adelaide","2015","September",1.74,14.09,33.8,48.9833333333333,"South Australia"
"88","Adelaide","2016","April",0.32,18.7083333333333,29.2666666666667,47.4333333333333,"South Australia"
"89","Adelaide","2016","August",1.89677419354839,12.6967741935484,36.6451612903226,58.0483870967742,"South Australia"
"90","Adelaide","2016","December",2.8,22.0258064516129,37.1612903225806,45.0645161290323,"South Australia"
"91","Adelaide","2016","February",0.634482758620689,22.8293103448276,34.4137931034483,47.448275862069,"South Australia"
"92","Adelaide","2016","January",1.70322580645161,24.6629032258065,35.1935483870968,39.7903225806452,"South Australia"
"93","Adelaide","2016","July",3.61290322580645,11.6967741935484,35.9032258064516,69.7741935483871,"South Australia"
"94","Adelaide","2016","June",3.17333333333333,12.4666666666667,33.6333333333333,69.8,"South Australia"
"95","Adelaide","2016","March",1.73548387096774,22.7306451612903,28.2903225806452,49.6290322580645,"South Australia"
"96","Adelaide","2016","May",2.83870967741935,16.091935483871,35.2258064516129,64.6451612903226,"South Australia"
"97","Adelaide","2016","November",1.10666666666667,18.4133333333333,34.8,45,"South Australia"
"98","Adelaide","2016","October",2.61290322580645,15.7903225806452,41.4838709677419,50.6451612903226,"South Australia"
"99","Adelaide","2016","September",4.37333333333333,13.2416666666667,35.8,62.3833333333333,"South Australia"
"100","Adelaide","2017","April",1.10666666666667,18.335,28.8,52.4166666666667,"South Australia"
"101","Adelaide","2017","February",1.23703703703704,22.8446428571429,32.4615384615385,48.625,"South Australia"
"102","Adelaide","2017","January",1.52258064516129,24.4177419354839,35.3870967741936,45.6774193548387,"South Australia"
"103","Adelaide","2017","June",0.08,11.3395833333333,19.25,65.32,"South Australia"
"104","Adelaide","2017","March",1.31333333333333,23.3370967741935,32.1034482758621,49.8387096774194,"South Australia"
"105","Adelaide","2017","May",1.65161290322581,14.2903225806452,27.4838709677419,57.8548387096774,"South Australia"
"106","Albany","2008","December",0.941935483870968,17.61,NA,68.9333333333333,"Western Australia"
"107","Albany","2009","April",0.84,17.4616666666667,NA,72,"Western Australia"
"108","Albany","2009","August",3.87096774193548,12.9887096774194,NA,72.2258064516129,"Western Australia"
"109","Albany","2009","December",0.161290322580645,17.8645161290323,NA,67.4193548387097,"Western Australia"
"110","Albany","2009","February",0.55,20.15,NA,68.1481481481482,"Western Australia"
"111","Albany","2009","January",0.496774193548387,19.8616666666667,NA,70.5483870967742,"Western Australia"
"112","Albany","2009","July",4.52903225806452,12.9209677419355,NA,70.5161290322581,"Western Australia"
"113","Albany","2009","June",7.37333333333333,13.3216666666667,NA,75.1,"Western Australia"
"114","Albany","2009","March",1.59354838709677,18.4338709677419,NA,70.9516129032258,"Western Australia"
"115","Albany","2009","May",2.32903225806452,15.4177419354839,NA,71.7096774193548,"Western Australia"
"116","Albany","2009","November",0.966666666666667,17.3,NA,69.2068965517241,"Western Australia"
"117","Albany","2009","October",1.7741935483871,15.3290322580645,NA,73.2333333333333,"Western Australia"
"118","Albany","2009","September",5.7,12.5683333333333,NA,69.8166666666667,"Western Australia"
"119","Albany","2010","April",2.66,16.9783333333333,NA,75.3166666666667,"Western Australia"
"120","Albany","2010","August",2.65806451612903,12.8387096774194,NA,70,"Western Australia"
"121","Albany","2010","December",1.10322580645161,17.9258064516129,NA,69.6774193548387,"Western Australia"
"122","Albany","2010","February",0.378571428571429,20.3089285714286,NA,72.5357142857143,"Western Australia"
"123","Albany","2010","January",0.554838709677419,19.7032258064516,NA,72.0161290322581,"Western Australia"
"124","Albany","2010","July",5.07096774193548,12.4354838709677,NA,72.4516129032258,"Western Australia"
"125","Albany","2010","June",3.6,13.2833333333333,NA,72.0333333333333,"Western Australia"
"126","Albany","2010","March",1.26451612903226,19.8596774193548,NA,69.9516129032258,"Western Australia"
"127","Albany","2010","May",1.63870967741935,15.0645161290323,NA,69.5161290322581,"Western Australia"
"128","Albany","2010","November",1.54,18.0583333333333,NA,65.7833333333333,"Western Australia"
"129","Albany","2010","October",1.9741935483871,15.3806451612903,NA,64.7,"Western Australia"
"130","Albany","2010","September",1.84666666666667,13.6533333333333,NA,67.15,"Western Australia"
"131","Albany","2011","August",4.86451612903226,12.9854838709677,NA,69.9516129032258,"Western Australia"
"132","Albany","2011","December",1.93548387096774,19.0451612903226,NA,69.9838709677419,"Western Australia"
"133","Albany","2011","February",0.660714285714286,20.2875,NA,75.125,"Western Australia"
"134","Albany","2011","January",2.65483870967742,20.458064516129,NA,69.0806451612903,"Western Australia"
"135","Albany","2011","July",4.7,12.3209677419355,NA,73.9354838709677,"Western Australia"
"136","Albany","2011","June",4.10666666666667,14.6366666666667,NA,70.6666666666667,"Western Australia"
"137","Albany","2011","March",0.374193548387097,19.8935483870968,NA,69.4838709677419,"Western Australia"
"138","Albany","2011","May",2.79032258064516,16.2338709677419,NA,71.1612903225806,"Western Australia"
"139","Albany","2011","November",2.55333333333333,17.5083333333333,NA,64.8833333333333,"Western Australia"
"140","Albany","2011","October",1.63870967741936,15.5612903225806,NA,72.9032258064516,"Western Australia"
"141","Albany","2011","September",3,13.8433333333333,NA,68.3666666666667,"Western Australia"
"142","Albany","2012","April",1.93666666666667,18.8017857142857,NA,67.8448275862069,"Western Australia"
"143","Albany","2012","August",3.27096774193548,13.3241935483871,NA,71.5322580645161,"Western Australia"
"144","Albany","2012","February",0.282758620689655,20.0672413793103,NA,69.9107142857143,"Western Australia"
"145","Albany","2012","January",0.406451612903226,20.425,NA,72.4137931034483,"Western Australia"
"146","Albany","2012","July",2.6,13.191935483871,NA,71.9166666666667,"Western Australia"
"147","Albany","2012","June",7.26666666666667,14.075,NA,73.5344827586207,"Western Australia"
"148","Albany","2012","March",0.4,19.9935483870968,NA,63.2903225806452,"Western Australia"
"149","Albany","2012","May",2.98387096774194,15.741935483871,NA,74.6935483870968,"Western Australia"
"150","Albany","2012","November",3.19,17.1086206896552,NA,68.4833333333333,"Western Australia"
"151","Albany","2012","October",1.05161290322581,16.791935483871,NA,61.7096774193548,"Western Australia"
"152","Albany","2012","September",4.94,14.2416666666667,NA,70.1,"Western Australia"
"153","Albany","2013","April",2.09333333333333,18.8833333333333,NA,76.948275862069,"Western Australia"
"154","Albany","2013","August",6.5741935483871,14.3177419354839,NA,78.3225806451613,"Western Australia"
"155","Albany","2013","December",1.64838709677419,18,NA,69.741935483871,"Western Australia"
"156","Albany","2013","January",1.02,20.7983333333333,NA,65.95,"Western Australia"
"157","Albany","2013","July",3.07096774193548,13.2532258064516,NA,70.6935483870968,"Western Australia"
"158","Albany","2013","June",2.12666666666667,13.9783333333333,NA,69.75,"Western Australia"
"159","Albany","2013","March",2.96551724137931,19.0810344827586,NA,73.15,"Western Australia"
"160","Albany","2013","May",3.14516129032258,15.5758064516129,NA,73.1612903225806,"Western Australia"
"161","Albany","2013","November",1.19333333333333,17.705,NA,66.5666666666667,"Western Australia"
"162","Albany","2013","October",1.76129032258065,15.3451612903226,NA,70.1451612903226,"Western Australia"
"163","Albany","2013","September",5.82,14.6216666666667,NA,68.2666666666667,"Western Australia"
"164","Albany","2014","April",1.17857142857143,17.7365384615385,NA,70.5,"Western Australia"
"165","Albany","2014","August",1.92903225806452,14.2483870967742,NA,67.6774193548387,"Western Australia"
"166","Albany","2014","December",0.379310344827586,17.7166666666667,NA,68.3103448275862,"Western Australia"
"167","Albany","2014","February",0.25,19.5777777777778,NA,65.9074074074074,"Western Australia"
"168","Albany","2014","January",0.106666666666667,20.3016666666667,NA,69.8666666666667,"Western Australia"
"169","Albany","2014","July",3.90322580645161,13.205,NA,77.3387096774194,"Western Australia"
"170","Albany","2014","June",2.59333333333333,14.6466666666667,NA,78.4666666666667,"Western Australia"
"171","Albany","2014","March",0.683870967741936,19.2774193548387,NA,71.5967741935484,"Western Australia"
"172","Albany","2014","May",2.81612903225806,16.1016129032258,NA,77.1290322580645,"Western Australia"
"173","Albany","2014","November",1.48333333333333,17.0933333333333,NA,64.9833333333333,"Western Australia"
"174","Albany","2014","October",3.71290322580645,16.0306451612903,NA,70.5967741935484,"Western Australia"
"175","Albany","2014","September",2.25666666666667,15.2266666666667,NA,68.4666666666667,"Western Australia"
"176","Albany","2015","April",2.59333333333333,17.3821428571429,NA,69.6607142857143,"Western Australia"
"177","Albany","2015","August",3.25806451612903,13.4033333333333,NA,NA,"Western Australia"
"178","Albany","2015","December",1.61290322580645,18.2333333333333,NA,NA,"Western Australia"
"179","Albany","2015","February",0.746428571428571,20.8285714285714,NA,69.875,"Western Australia"
"180","Albany","2015","January",0.174193548387097,20.25,NA,66.55,"Western Australia"
"181","Albany","2015","July",2.88387096774194,13.29,NA,74.1451612903226,"Western Australia"
"182","Albany","2015","June",1.63333333333333,14.86,NA,71.8,"Western Australia"
"183","Albany","2015","March",1.14838709677419,19.1435483870968,NA,70.6451612903226,"Western Australia"
"184","Albany","2015","May",1.92333333333333,14.7068965517241,NA,70.2833333333333,"Western Australia"
"185","Albany","2015","November",0.57,17.585,NA,NA,"Western Australia"
"186","Albany","2015","October",1.91935483870968,16.6833333333333,NA,NA,"Western Australia"
"187","Albany","2015","September",1.76333333333333,14.62,NA,NA,"Western Australia"
"188","Albany","2016","April",3.15333333333333,17.5833333333333,NA,NA,"Western Australia"
"189","Albany","2016","August",3.77741935483871,12.5904761904762,NA,NA,"Western Australia"
"190","Albany","2016","December",1.21785714285714,17.482,NA,NA,"Western Australia"
"191","Albany","2016","February",0.748275862068966,20.1689655172414,NA,NA,"Western Australia"
"192","Albany","2016","January",2.38064516129032,20.1892857142857,NA,NA,"Western Australia"
"193","Albany","2016","July",3.95483870967742,12.8916666666667,NA,NA,"Western Australia"
"194","Albany","2016","June",4.01,13.235,NA,NA,"Western Australia"
"195","Albany","2016","March",1.47333333333333,19.6603448275862,NA,NA,"Western Australia"
"196","Albany","2016","May",3.15806451612903,14.8274193548387,NA,NA,"Western Australia"
"197","Albany","2016","November",0.753333333333333,16.4892857142857,NA,NA,"Western Australia"
"198","Albany","2016","October",2.0258064516129,14.2327586206897,NA,NA,"Western Australia"
"199","Albany","2016","September",3.42666666666667,12.4666666666667,NA,NA,"Western Australia"
"200","Albany","2017","April",1.79642857142857,17.25,NA,NA,"Western Australia"
"201","Albany","2017","February",2.00769230769231,18.914,NA,NA,"Western Australia"
"202","Albany","2017","January",0.12,18.25625,NA,NA,"Western Australia"
"203","Albany","2017","June",1.98181818181818,14.8055555555556,NA,NA,"Western Australia"
"204","Albany","2017","March",1,19.0020833333333,NA,NA,"Western Australia"
"205","Albany","2017","May",2.23333333333333,15.8068965517241,NA,NA,"Western Australia"
"206","AliceSprings","2008","December",1.76774193548387,27.7725806451613,42.8709677419355,33.4032258064516,"Northern Territory"
"207","AliceSprings","2009","April",0,21.1816666666667,38.8620689655172,23.4,"Northern Territory"
"208","AliceSprings","2009","August",0.374193548387097,19.2322580645161,42.6774193548387,21.3225806451613,"Northern Territory"
"209","AliceSprings","2009","December",0.354838709677419,27.8870967741935,46.0322580645161,20.3870967741935,"Northern Territory"
"210","AliceSprings","2009","February",0.321428571428572,28.6428571428571,46.9642857142857,19.9285714285714,"Northern Territory"
"211","AliceSprings","2009","January",0.483870967741935,29.2403225806452,51.258064516129,30.8064516129032,"Northern Territory"
"212","AliceSprings","2009","July",0,12.9338709677419,36,35.3870967741936,"Northern Territory"
"213","AliceSprings","2009","June",0.08,13.58,31.8333333333333,43.1166666666667,"Northern Territory"
"214","AliceSprings","2009","March",0.0129032258064516,27.4709677419355,44.1612903225806,19.258064516129,"Northern Territory"
"215","AliceSprings","2009","May",0.683870967741936,14.4370967741935,39.5,37.5,"Northern Territory"
"216","AliceSprings","2009","November",0.0133333333333333,27.345,48.9333333333333,15.1,"Northern Territory"
"217","AliceSprings","2009","October",0,22.0209677419355,45.6451612903226,14.0645161290323,"Northern Territory"
"218","AliceSprings","2009","September",0.193333333333333,22.04,47.1666666666667,19.5166666666667,"Northern Territory"
"219","AliceSprings","2010","April",1.32666666666667,21.4316666666667,35.3,48.7833333333333,"Northern Territory"
"220","AliceSprings","2010","August",0.529032258064516,12.8,38.2903225806452,48.6129032258064,"Northern Territory"
"221","AliceSprings","2010","December",2.18709677419355,26.0661290322581,42.9090909090909,28.5,"Northern Territory"
"222","AliceSprings","2010","February",6.51428571428571,27.8053571428571,47.1428571428571,41.7142857142857,"Northern Territory"
"223","AliceSprings","2010","January",4.41935483870968,28.3467741935484,46.2258064516129,31.9838709677419,"Northern Territory"
"224","AliceSprings","2010","July",3.31612903225807,12.1532258064516,34.258064516129,64.9516129032258,"Northern Territory"
"225","AliceSprings","2010","June",0,11.11,33.7586206896552,45.65,"Northern Territory"
"226","AliceSprings","2010","March",1.00645161290323,23.7532258064516,37.2903225806452,41.3225806451613,"Northern Territory"
"227","AliceSprings","2010","May",0.374193548387097,15.4806451612903,34.4838709677419,46.3709677419355,"Northern Territory"
"228","AliceSprings","2010","November",2.05333333333333,22.21,45.6206896551724,33.4,"Northern Territory"
"229","AliceSprings","2010","October",2.26451612903226,19.2451612903226,39.0645161290323,43.5161290322581,"Northern Territory"
"230","AliceSprings","2010","September",1.62666666666667,16.2366666666667,40.8571428571429,52.2931034482759,"Northern Territory"
"231","AliceSprings","2011","August",0,15.2193548387097,36.2258064516129,25.4677419354839,"Northern Territory"
"232","AliceSprings","2011","December",0.135483870967742,27.7306451612903,45.9032258064516,21.4677419354839,"Northern Territory"
"233","AliceSprings","2011","February",3.84285714285714,27.5107142857143,45.4166666666667,50.8392857142857,"Northern Territory"
"234","AliceSprings","2011","January",2.07096774193548,29.8274193548387,48.6,34.3387096774194,"Northern Territory"
"235","AliceSprings","2011","July",0.187096774193548,12.0016129032258,32.2083333333333,46.0322580645161,"Northern Territory"
"236","AliceSprings","2011","June",0.306666666666667,10.98,32.7857142857143,48.2833333333333,"Northern Territory"
"237","AliceSprings","2011","March",3.89032258064516,23.3451612903226,40.5185185185185,60.5,"Northern Territory"
"238","AliceSprings","2011","May",0.0645161290322581,13.2661290322581,33.7741935483871,43.4354838709677,"Northern Territory"
"239","AliceSprings","2011","November",1.34,25.1466666666667,41.3,31.8833333333333,"Northern Territory"
"240","AliceSprings","2011","October",0.4,23.3338709677419,43.7,28.7258064516129,"Northern Territory"
"241","AliceSprings","2011","September",0,18.4033333333333,42.1379310344828,18.9166666666667,"Northern Territory"
"242","AliceSprings","2012","April",0.86,20.43,37.4615384615385,38.0333333333333,"Northern Territory"
"243","AliceSprings","2012","August",0,14.5532258064516,37.7096774193548,19.3870967741935,"Northern Territory"
"244","AliceSprings","2012","February",1.53103448275862,26.7896551724138,44.9310344827586,27.8965517241379,"Northern Territory"
"245","AliceSprings","2012","January",0.858064516129032,29.5629032258065,50.7096774193548,24.7833333333333,"Northern Territory"
"246","AliceSprings","2012","July",0,9.39193548387097,38.5806451612903,32.5967741935484,"Northern Territory"
"247","AliceSprings","2012","June",0,11.01,35.3,37.3666666666667,"Northern Territory"
"248","AliceSprings","2012","March",1.31612903225806,22.3774193548387,38.5806451612903,41.3870967741936,"Northern Territory"
"249","AliceSprings","2012","May",0,13.9064516129032,37.4838709677419,31.758064516129,"Northern Territory"
"250","AliceSprings","2012","November",1.44,28.48,45.8333333333333,21.9166666666667,"Northern Territory"
"251","AliceSprings","2012","October",0.0193548387096774,23.4451612903226,43.1666666666667,13.8709677419355,"Northern Territory"
"252","AliceSprings","2012","September",0.133333333333333,19.515,40.7666666666667,17.3,"Northern Territory"
"253","AliceSprings","2013","April",0.0266666666666667,21.5483333333333,39.7333333333333,24.6166666666667,"Northern Territory"
"254","AliceSprings","2013","August",0,16.808064516129,35.8064516129032,23.1166666666667,"Northern Territory"
"255","AliceSprings","2013","December",0.993548387096774,27.8241935483871,44.5161290322581,25.6612903225806,"Northern Territory"
"256","AliceSprings","2013","January",0.748387096774194,30.9193548387097,48.4193548387097,17.5161290322581,"Northern Territory"
"257","AliceSprings","2013","July",1.39354838709677,12.7741935483871,35.4193548387097,43.8870967741936,"Northern Territory"
"258","AliceSprings","2013","June",0.133333333333333,13.2416666666667,32.1666666666667,48.15,"Northern Territory"
"259","AliceSprings","2013","March",0.812903225806452,27.0516129032258,42.258064516129,28.3709677419355,"Northern Territory"
"260","AliceSprings","2013","May",1.4,17.5467741935484,37.4516129032258,44.1774193548387,"Northern Territory"
"261","AliceSprings","2013","November",0.04,26.7483333333333,46.5333333333333,15.8,"Northern Territory"
"262","AliceSprings","2013","October",0,23.2112903225806,44.7096774193548,12.9838709677419,"Northern Territory"
"263","AliceSprings","2013","September",0.02,23.3383333333333,42.9655172413793,14.5333333333333,"Northern Territory"
"264","AliceSprings","2014","April",3.02,21.445,38.2333333333333,44.7166666666667,"Northern Territory"
"265","AliceSprings","2014","August",0,11.7741935483871,39.3870967741936,26.4193548387097,"Northern Territory"
"266","AliceSprings","2014","December",1.12258064516129,29.3629032258065,46.6451612903226,30.4677419354839,"Northern Territory"
"267","AliceSprings","2014","February",1.65,26.9553571428571,49.6785714285714,36.2678571428571,"Northern Territory"
"268","AliceSprings","2014","January",1.07741935483871,29.0887096774194,46.7096774193548,29.5967741935484,"Northern Territory"
"269","AliceSprings","2014","July",0.851612903225807,12.0532258064516,31.8387096774194,39.5645161290323,"Northern Territory"
"270","AliceSprings","2014","June",0,11.5266666666667,36.6666666666667,41.4333333333333,"Northern Territory"
"271","AliceSprings","2014","March",0.032258064516129,26.0629032258065,45.4516129032258,23.2096774193548,"Northern Territory"
"272","AliceSprings","2014","May",0.174193548387097,17.8516129032258,30,44.1451612903226,"Northern Territory"
"273","AliceSprings","2014","November",0.453333333333333,27.6103448275862,42.5666666666667,20.1166666666667,"Northern Territory"
"274","AliceSprings","2014","October",0,24.5274193548387,42.2258064516129,11.0161290322581,"Northern Territory"
"275","AliceSprings","2014","September",0,19.865,40.1,16.5833333333333,"Northern Territory"
"276","AliceSprings","2015","April",0.253333333333333,18.575,38.1333333333333,30.8666666666667,"Northern Territory"
"277","AliceSprings","2015","August",0.0129032258064516,14.4645161290323,37.5806451612903,28.6129032258065,"Northern Territory"
"278","AliceSprings","2015","December",3.86451612903226,28.1209677419355,47.0645161290323,38.4354838709677,"Northern Territory"
"279","AliceSprings","2015","February",0,28.7071428571429,42.6071428571429,22.25,"Northern Territory"
"280","AliceSprings","2015","January",6.29677419354839,26.56,39.9677419354839,40.3387096774194,"Northern Territory"
"281","AliceSprings","2015","July",0,10.9,33.7741935483871,35.75,"Northern Territory"
"282","AliceSprings","2015","June",0.08,12.9966666666667,33.6666666666667,48.0166666666667,"Northern Territory"
"283","AliceSprings","2015","March",0,26.1048387096774,41.5161290322581,18.8387096774194,"Northern Territory"
"284","AliceSprings","2015","May",0,14.8532258064516,35.5483870967742,35.0806451612903,"Northern Territory"
"285","AliceSprings","2015","November",0.793333333333333,27.9683333333333,43.3666666666667,15.05,"Northern Territory"
"286","AliceSprings","2015","October",0,25.4967741935484,41.8709677419355,10.9516129032258,"Northern Territory"
"287","AliceSprings","2015","September",0,16.605,38.9333333333333,18.1666666666667,"Northern Territory"
