Location,Year,Month,average_temp,Season,average_daily_fluctuations
Albany,2009,December,17.864516129032257,Summer,5.903225806451613
Albany,2009,February,20.15,Summer,4.703225806451613
Albany,2009,January,19.861666666666668,Summer,5.903225806451613
Albany,2009,July,12.920967741935483,Winter,6.558064516129032
Albany,2009,June,13.321666666666667,Winter,6.743333333333333
Albany,2009,March,18.433870967741935,Autumn,7.22258064516129
Albany,2009,May,15.417741935483871,Autumn,9.674193548387096
Albany,2009,November,17.3,Spring,7.24
Albany,2009,October,15.329032258064517,Spring,5.961290322580645
Albany,2009,September,12.568333333333333,Spring,7.383333333333333
Albany,2010,April,16.97833333333333,Autumn,7.3966666666666665
Albany,2010,August,12.838709677419354,Winter,7.432258064516129
Albany,2010,December,17.925806451612903,Summer,4.72258064516129
Albany,2010,February,20.30892857142857,Summer,5.553571428571429
Albany,2010,January,19.703225806451613,Summer,6.670967741935485
Albany,2010,July,12.435483870967742,Winter,8.30967741935484
Albany,2010,June,13.283333333333333,Winter,7.806666666666667
Albany,2010,March,19.85967741935484,Autumn,6.758064516129032
Albany,2010,May,15.064516129032258,Autumn,7.509677419354839
Albany,2010,November,18.058333333333334,Spring,7.05
Albany,2010,October,15.380645161290323,Spring,8.812903225806451
Albany,2010,September,13.653333333333334,Spring,7.14
Albany,2011,April,15.91483870967742,Autumn,9.15
Albany,2011,August,12.985483870967743,Winter,10.280645161290323
Albany,2011,December,19.045161290322582,Summer,6.348387096774194
Albany,2011,February,20.2875,Summer,4.482142857142857
Albany,2011,January,20.45806451612903,Summer,6.329032258064516
Albany,2011,July,12.320967741935483,Winter,8.835483870967742
Albany,2011,June,14.636666666666667,Winter,7.073333333333333
Albany,2011,March,19.893548387096775,Autumn,6.929032258064516
Albany,2011,May,16.233870967741936,Autumn,7.280645161290322
Albany,2011,November,17.508333333333333,Spring,7.996666666666667
Albany,2011,October,15.561290322580646,Spring,5.7612903225806456
Albany,2011,September,13.843333333333334,Spring,7.886666666666667
Albany,2012,April,18.801785714285714,Autumn,8.68
Albany,2012,August,13.324193548387097,Winter,8.680645161290322
Albany,2012,December,21.385775862068964,Summer,9.880645161290321
Albany,2012,December,21.385775862068964,Summer,8.680645161290322
Albany,2012,February,20.067241379310346,Summer,6.155172413793103
Albany,2012,January,20.425,Summer,4.955172413793103
Albany,2012,July,13.191935483870967,Winter,7.964516129032258
Albany,2012,June,14.075000000000001,Winter,6.764516129032258
Albany,2012,March,19.993548387096773,Autumn,7.858064516129033
Albany,2012,May,15.741935483870968,Autumn,8.380645161290323
Albany,2012,November,17.108620689655172,Spring,9.580645161290322
Albany,2012,October,16.79193548387097,Spring,9.46774193548387
Albany,2012,September,14.241666666666667,Spring,8.323333333333334
Albany,2013,April,18.883333333333333,Autumn,6.413333333333334
Albany,2013,August,14.317741935483872,Winter,6.816129032258065
Albany,2013,December,18,Summer,8.016129032258064
Albany,2013,February,16.638666666666666,Summer,6.816129032258064
Albany,2013,January,20.798333333333332,Summer,8.016129032258064
Albany,2013,July,13.253225806451614,Winter,7.229032258064516
Albany,2013,June,13.978333333333333,Winter,8.05
Albany,2013,March,19.08103448275862,Autumn,6.8500000000000005
Albany,2013,May,15.575806451612904,Autumn,7.725806451612904
Albany,2013,November,17.705,Spring,5.903333333333333
Albany,2013,October,15.345161290322581,Spring,7.290322580645161
Albany,2013,September,14.621666666666666,Spring,7.883333333333333
Albany,2014,April,17.736538461538462,Autumn,8.69
Albany,2014,August,14.248387096774193,Winter,8.696774193548388
Albany,2014,December,17.716666666666665,Summer,9.896774193548387
Albany,2014,February,19.57777777777778,Summer,8.696774193548388
Albany,2014,January,20.301666666666666,Summer,9.896774193548387
Albany,2014,July,13.205,Winter,8.696774193548388
Albany,2014,June,14.646666666666667,Winter,6.853333333333333
Albany,2014,March,19.27741935483871,Autumn,6.245161290322581
Albany,2014,May,16.101612903225806,Autumn,6.403225806451613
Albany,2014,November,17.093333333333334,Spring,7.806666666666667
Albany,2014,October,16.030645161290323,Spring,6.390322580645162
Albany,2014,September,15.226666666666667,Spring,8.433333333333334
Albany,2015,April,17.382142857142856,Autumn,9.93
Albany,2015,August,13.403333333333334,Winter,9.01
Albany,2015,December,18.233333333333334,Summer,8.87
Albany,2015,February,20.82857142857143,Summer,5.714285714285714
Albany,2015,January,20.25,Summer,6.914285714285715
Albany,2015,July,13.290000000000001,Winter,5.714285714285714
Albany,2015,June,14.86,Winter,7.9
Albany,2015,March,19.143548387096775,Autumn,6.635483870967742
Albany,2015,May,14.706896551724139,Autumn,7.835483870967742
Albany,2015,November,17.585,Spring,6.003333333333334
Albany,2015,October,16.683333333333334,Spring,7.203333333333334
Albany,2015,September,14.620000000000001,Spring,8.633333333333333
Albany,2016,April,17.583333333333332,Autumn,6.066666666666666
Albany,2016,August,12.59047619047619,Winter,4.866666666666666
Albany,2016,December,17.482,Summer,6.066666666666666
Albany,2016,February,20.16896551724138,Summer,6.468965517241379
Albany,2016,January,20.189285714285713,Summer,7.6689655172413795
Albany,2016,July,12.891666666666666,Winter,6.468965517241379
Albany,2016,June,13.235,Winter,6.856666666666667
Albany,2016,March,19.660344827586208,Autumn,5.656666666666667
Albany,2016,May,14.82741935483871,Autumn,7.461290322580646
Albany,2016,November,16.489285714285714,Spring,6.2612903225806456
Albany,2016,October,14.232758620689655,Spring,7.461290322580646
Albany,2016,September,12.466666666666667,Spring,6.92
Albany,2017,April,17.25,Autumn,10.7
Albany,2017,February,18.913999999999998,Summer,8.19
Albany,2017,January,18.25625,Summer,10.8
Albany,2017,June,14.805555555555555,Winter,9.41
Albany,2017,March,19.002083333333335,Autumn,9.64
Albany,2017,May,15.806896551724138,Autumn,11.28
Albury,2008,December,20.401612903225807,Summer,13.783870967741935
Albury,2009,April,15.41,Autumn,12.72
Albury,2009,August,9.932258064516128,Winter,10.303225806451612
Albury,2009,December,22.641935483870967,Summer,16.625806451612902
Albury,2009,February,25.439285714285713,Summer,15.971428571428572
Albury,2009,January,25.48548387096774,Summer,18.34516129032258
Albury,2009,July,8.201612903225806,Winter,9.790322580645162
Albury,2009,June,9.206666666666667,Winter,9.193333333333333
Albury,2009,March,20.53548387096774,Autumn,15.574193548387097
Albury,2009,May,11.716129032258065,Autumn,13.187096774193549
Albury,2009,November,22.803333333333335,Spring,15.38
Albury,2009,October,14.595161290322581,Spring,13.40967741935484
Albury,2009,September,11.951785714285714,Spring,12.20967741935484
Albury,2010,April,16.338333333333335,Autumn,12.35
Albury,2010,August,8.32,Winter,11.15
Albury,2010,December,20.793548387096774,Summer,12.606451612903225
Albury,2010,February,25.074,Summer,11.406451612903226
Albury,2010,January,25.780645161290323,Summer,17.283870967741933
Albury,2010,July,7.874193548387097,Winter,11.116129032258065
Albury,2010,June,8.455,Winter,10.43
Albury,2010,March,20.775925925925925,Autumn,9.23
Albury,2010,May,11.580645161290322,Autumn,12.974193548387097
Albury,2010,November,19.258333333333333,Spring,11.33
Albury,2010,October,15,Spring,11.664516129032258
Albury,2010,September,11.016666666666667,Spring,11.073333333333332
Albury,2011,April,23.239354838709676,Autumn,11.68
Albury,2011,August,10.15,Winter,12.396774193548387
Albury,2011,December,20.8,Summer,13.741935483870968
Albury,2011,February,22.62142857142857,Summer,11.2
Albury,2011,January,24.666129032258066,Summer,13.280645161290321
Albury,2011,July,8.051612903225806,Winter,9.825806451612904
Albury,2011,June,8.643333333333333,Winter,11.753333333333334
Albury,2011,March,19.366129032258065,Autumn,11.725806451612902
Albury,2011,May,10.111290322580645,Autumn,12.403225806451612
Albury,2011,November,20.068333333333335,Spring,13.236666666666666
Albury,2011,October,15.233870967741936,Spring,13.196774193548388
Albury,2011,September,11.925,Spring,11.996774193548388
Albury,2012,April,15.668333333333333,Autumn,13.37
Albury,2012,August,8.567741935483872,Winter,11.548387096774194
Albury,2012,December,24.679166666666667,Summer,12.748387096774193
Albury,2012,December,24.679166666666667,Summer,11.548387096774194
Albury,2012,February,22.163793103448278,Summer,14.017241379310345
Albury,2012,January,23.88225806451613,Summer,15.474193548387097
Albury,2012,July,8.316129032258065,Winter,10.741935483870968
Albury,2012,June,8.018333333333333,Winter,11.65
Albury,2012,March,18.769354838709678,Autumn,11.958064516129033
Albury,2012,May,10.085483870967742,Autumn,12.635483870967741
Albury,2012,November,19.743333333333332,Spring,15.16
Albury,2012,October,14,Spring,14.935483870967742
Albury,2012,September,11.66,Spring,13.313333333333333
Albury,2013,April,15.936666666666667,Autumn,14.133333333333333
Albury,2013,August,10.379032258064516,Winter,9.274193548387096
Albury,2013,December,22.72741935483871,Summer,16.151612903225807
Albury,2013,February,20.503225806451614,Summer,14.951612903225808
Albury,2013,January,25.629032258064516,Summer,18.53548387096774
Albury,2013,July,9.808064516129033,Winter,9.158064516129032
Albury,2013,June,8.833333333333334,Winter,11.58
Albury,2013,March,21.091935483870966,Autumn,15.235483870967743
Albury,2013,May,10.883333333333333,Autumn,16.435483870967744
Albury,2013,November,18.108333333333334,Spring,16.336666666666666
Albury,2013,October,14.295,Spring,17.536666666666665
Albury,2013,September,13.591666666666667,Spring,12.016666666666666
Albury,2014,April,16.341666666666665,Autumn,11.35
Albury,2014,August,8.820967741935483,Winter,13.893548387096775
Albury,2014,December,22.393548387096775,Summer,15.174193548387096
Albury,2014,February,24.946428571428573,Summer,16.428571428571427
Albury,2014,January,25.425806451612903,Summer,17.070967741935483
Albury,2014,July,8.514516129032257,Winter,9.480645161290322
Albury,2014,June,9.943333333333333,Winter,8.42
Albury,2014,March,21.233870967741936,Autumn,14.25483870967742
Albury,2014,May,12.630645161290323,Autumn,10.351612903225806
Albury,2014,November,20.373333333333335,Spring,16.30666666666667
Albury,2014,October,16.606451612903225,Spring,16.038709677419355
Albury,2014,September,12.153703703703703,Spring,14.838709677419356
Albury,2015,April,15.983333333333333,Autumn,12.066666666666666
Albury,2015,August,8.662903225806451,Winter,10.203225806451613
Albury,2015,December,23.501612903225805,Summer,15.848387096774195
Albury,2015,February,25,Summer,14.542857142857143
Albury,2015,January,23.475806451612904,Summer,13.674193548387096
Albury,2015,July,7.638709677419355,Winter,9.735483870967743
Albury,2015,June,7.848333333333334,Winter,10.936666666666666
Albury,2015,March,19.83225806451613,Autumn,15.76774193548387
Albury,2015,May,11.388709677419355,Autumn,11.241935483870968
Albury,2015,November,20.60333333333333,Spring,14.826666666666666
Albury,2015,October,18.975806451612904,Spring,15.951612903225806
Albury,2015,September,11.691666666666666,Spring,13.963333333333333
Albury,2016,April,17.580000000000002,Autumn,16.46
Albury,2016,August,9.625806451612902,Winter,11.245161290322581
Albury,2016,December,22.677419354838708,Summer,15.64516129032258
Albury,2016,February,24.329310344827586,Summer,16.224137931034484
Albury,2016,January,24.456451612903226,Summer,14.061290322580646
Albury,2016,July,9.51774193548387,Winter,7.525806451612904
Albury,2016,June,9.5,Winter,7.846666666666667
Albury,2016,March,23.29032258064516,Autumn,15
Albury,2016,May,13.069354838709678,Autumn,10.016129032258064
Albury,2016,November,18.17,Spring,14.833333333333334
Albury,2016,October,13.61774193548387,Spring,12.1
Albury,2016,September,12.213333333333333,Spring,9.22
Albury,2017,April,15.516666666666666,Autumn,13.066666666666666
Albury,2017,February,23.239285714285714,Summer,16.364285714285714
Albury,2017,January,25.298387096774192,Summer,16.738709677419354
Albury,2017,June,7.972,Winter,13.4
Albury,2017,March,23.06774193548387,Autumn,14.290322580645162
Albury,2017,May,11.417741935483871,Autumn,11.848387096774195
AliceSprings,2008,December,27.77258064516129,Summer,13.738709677419354
AliceSprings,2009,April,21.181666666666665,Autumn,15.536666666666665
AliceSprings,2009,August,19.232258064516127,Winter,17.761290322580646
AliceSprings,2009,December,27.887096774193548,Summer,15.432258064516128
AliceSprings,2009,February,28.642857142857142,Summer,15.635714285714286
AliceSprings,2009,January,29.240322580645163,Summer,13.635483870967743
AliceSprings,2009,July,12.933870967741935,Winter,15.42258064516129
AliceSprings,2009,June,13.58,Winter,14.333333333333334
AliceSprings,2009,March,27.470967741935485,Autumn,15.606451612903227
AliceSprings,2009,May,14.437096774193549,Autumn,14.37741935483871
AliceSprings,2009,November,27.345,Spring,16.60333333333333
AliceSprings,2009,October,22.020967741935483,Spring,17.84193548387097
AliceSprings,2009,September,22.04,Spring,15.653333333333332
AliceSprings,2010,April,21.43166666666667,Autumn,13.31
AliceSprings,2010,August,12.8,Winter,14.019354838709678
AliceSprings,2010,December,26.066129032258065,Summer,15.932258064516128
AliceSprings,2010,February,27.805357142857144,Summer,12.867857142857144
AliceSprings,2010,January,28.346774193548388,Summer,13.803225806451614
AliceSprings,2010,July,12.153225806451612,Winter,11.05483870967742
AliceSprings,2010,June,11.11,Winter,15.786666666666665
AliceSprings,2010,March,23.753225806451614,Autumn,12.77741935483871
AliceSprings,2010,May,15.480645161290322,Autumn,14.64516129032258
AliceSprings,2010,November,22.21,Spring,15.853333333333333
AliceSprings,2010,October,19.24516129032258,Spring,13.896774193548387
AliceSprings,2010,September,16.236666666666668,Spring,12.813333333333334
AliceSprings,2011,April,18.676129032258064,Autumn,9.13
AliceSprings,2011,August,15.219354838709677,Winter,20.283870967741937
AliceSprings,2011,December,27.730645161290322,Summer,17.306451612903224
AliceSprings,2011,February,27.510714285714286,Summer,12.028571428571428
AliceSprings,2011,January,29.82741935483871,Summer,14.783870967741935
AliceSprings,2011,July,12.001612903225807,Winter,17.04193548387097
AliceSprings,2011,June,10.98,Winter,17.106666666666666
AliceSprings,2011,March,23.34516129032258,Autumn,11.051612903225806
AliceSprings,2011,May,13.266129032258064,Autumn,15.525806451612903
AliceSprings,2011,November,25.14666666666667,Spring,15.113333333333333
AliceSprings,2011,October,23.333870967741934,Spring,16.23548387096774
AliceSprings,2011,September,18.403333333333332,Spring,19.04
AliceSprings,2012,April,20.43,Autumn,14.853333333333333
AliceSprings,2012,August,14.553225806451612,Winter,20.60322580645161
AliceSprings,2012,December,32.751999999999995,Summer,21.80322580645161
AliceSprings,2012,December,32.751999999999995,Summer,20.60322580645161
AliceSprings,2012,February,26.78965517241379,Summer,17.551724137931036
AliceSprings,2012,January,29.56290322580645,Summer,16.003225806451614
AliceSprings,2012,July,9.391935483870968,Winter,19.383870967741935
AliceSprings,2012,June,11.01,Winter,17.8
AliceSprings,2012,March,22.37741935483871,Autumn,14.812903225806451
AliceSprings,2012,May,13.906451612903226,Autumn,18.83225806451613
AliceSprings,2012,November,28.48,Spring,16.493333333333332
AliceSprings,2012,October,23.44516129032258,Spring,19.974193548387095
AliceSprings,2012,September,19.515,Spring,19.883333333333333
AliceSprings,2013,April,21.548333333333332,Autumn,17.99
AliceSprings,2013,August,16.808064516129033,Winter,19.5
AliceSprings,2013,December,27.824193548387097,Summer,15.603225806451613
AliceSprings,2013,February,37.10322580645161,Summer,14.403225806451614
AliceSprings,2013,January,30.919354838709676,Summer,18.032258064516128
AliceSprings,2013,July,12.774193548387096,Winter,16.316129032258065
AliceSprings,2013,June,13.241666666666667,Winter,12.083333333333332
AliceSprings,2013,March,27.051612903225806,Autumn,16.16774193548387
AliceSprings,2013,May,17.546774193548387,Autumn,14.551612903225807
AliceSprings,2013,November,26.748333333333335,Spring,17.043333333333333
AliceSprings,2013,October,23.211290322580645,Spring,18.68064516129032
AliceSprings,2013,September,23.338333333333335,Spring,19.843333333333334
AliceSprings,2014,April,21.445,Autumn,13.763333333333334
AliceSprings,2014,August,11.774193548387096,Winter,18.509677419354837
AliceSprings,2014,December,29.362903225806452,Summer,15.216129032258063
AliceSprings,2014,February,26.955357142857142,Summer,13.539285714285715
AliceSprings,2014,January,29.088709677419356,Summer,13.867741935483872
AliceSprings,2014,July,12.053225806451614,Winter,17.325806451612902
AliceSprings,2014,June,11.526666666666667,Winter,16.593333333333334
AliceSprings,2014,March,26.06290322580645,Autumn,17.080645161290324
AliceSprings,2014,May,17.851612903225806,Autumn,15.2
AliceSprings,2014,November,27.610344827586207,Spring,14
AliceSprings,2014,October,24.52741935483871,Spring,19.3
AliceSprings,2014,September,19.865,Spring,19.916666666666668
AliceSprings,2015,April,18.575,Autumn,15.003333333333334
AliceSprings,2015,August,14.464516129032258,Winter,17.4
AliceSprings,2015,December,28.120967741935484,Summer,12.932258064516128
AliceSprings,2015,February,28.707142857142856,Summer,17.34285714285714
AliceSprings,2015,January,26.56,Summer,18.54285714285714
AliceSprings,2015,July,10.9,Winter,17.425806451612903
AliceSprings,2015,June,12.996666666666666,Winter,16.14666666666667
AliceSprings,2015,March,26.10483870967742,Autumn,16.719354838709677
AliceSprings,2015,May,14.853225806451613,Autumn,16.34516129032258
AliceSprings,2015,November,27.968333333333334,Spring,17.683333333333334
AliceSprings,2015,October,25.496774193548386,Spring,19.748387096774195
AliceSprings,2015,September,16.605,Spring,19.17
AliceSprings,2016,April,22.403333333333332,Autumn,18.993333333333332
AliceSprings,2016,August,14.424193548387096,Winter,16.429032258064517
AliceSprings,2016,December,28.016129032258064,Summer,12.019354838709678
AliceSprings,2016,February,28.91896551724138,Summer,16.520689655172415
AliceSprings,2016,January,27.506451612903227,Summer,14.703225806451613
AliceSprings,2016,July,12.816129032258065,Winter,15.883870967741935
AliceSprings,2016,June,14.571666666666667,Winter,12.236666666666666
AliceSprings,2016,March,27.69516129032258,Autumn,14.906451612903226
AliceSprings,2016,May,18.280645161290323,Autumn,14.32258064516129
AliceSprings,2016,November,26.291666666666668,Spring,18.183333333333334
AliceSprings,2016,October,21.330645161290324,Spring,18.287096774193547
AliceSprings,2016,September,17.258333333333333,Spring,14.723333333333333
AliceSprings,2017,April,20.423333333333332,Autumn,16.64
AliceSprings,2017,February,28.676785714285714,Summer,17.182142857142857
AliceSprings,2017,January,29.453225806451613,Summer,12.26774193548387
AliceSprings,2017,June,10.864583333333334,Winter,11.067741935483872
AliceSprings,2017,March,28.13225806451613,Autumn,17.593548387096774
AliceSprings,2017,May,16.474193548387095,Autumn,19.10967741935484
BadgerysCreek,2009,April,17.305,Autumn,10.17
BadgerysCreek,2009,August,12.520967741935484,Winter,17.074193548387097
BadgerysCreek,2009,December,22.961666666666666,Summer,18.274193548387096
BadgerysCreek,2009,February,22.948214285714286,Summer,11.546428571428573
BadgerysCreek,2009,January,24.467741935483872,Summer,16.625806451612902
BadgerysCreek,2009,July,10.727419354838709,Winter,13.94516129032258
BadgerysCreek,2009,June,11.769642857142857,Winter,15.14516129032258
BadgerysCreek,2009,March,20.87741935483871,Autumn,12.477419354838709
BadgerysCreek,2009,May,14.312903225806451,Autumn,12.219354838709677
BadgerysCreek,2009,November,22.71666666666667,Spring,14.68
BadgerysCreek,2009,October,16.646428571428572,Spring,15.879999999999999
BadgerysCreek,2009,September,15.558333333333334,Spring,15.916666666666666
BadgerysCreek,2010,April,18.356896551724137,Autumn,11.84
BadgerysCreek,2010,August,11.57741935483871,Winter,12.580645161290322
BadgerysCreek,2010,December,21.490322580645163,Summer,11.270967741935484
BadgerysCreek,2010,February,23.53035714285714,Summer,10.682142857142857
BadgerysCreek,2010,January,24.46,Summer,11.882142857142856
BadgerysCreek,2010,July,11.220967741935484,Winter,10.970967741935484
BadgerysCreek,2010,June,11.468333333333334,Winter,12.27
BadgerysCreek,2010,March,21.398333333333333,Autumn,11.07
BadgerysCreek,2010,May,13.853703703703703,Autumn,12.27
BadgerysCreek,2010,November,19.535,Spring,11.056666666666667
BadgerysCreek,2010,October,17.009677419354837,Spring,11.245161290322581
BadgerysCreek,2010,September,14.45,Spring,13.4
BadgerysCreek,2011,April,17.383225806451616,Autumn,10.91
BadgerysCreek,2011,August,12.404838709677419,Winter,14.087096774193547
BadgerysCreek,2011,December,18.862903225806452,Summer,9.661290322580646
BadgerysCreek,2011,February,24.601785714285715,Summer,13.039285714285715
BadgerysCreek,2011,January,24.211290322580645,Summer,12.229032258064516
BadgerysCreek,2011,July,10.519354838709678,Winter,12.651612903225807
BadgerysCreek,2011,June,11.58,Winter,11.78
BadgerysCreek,2011,March,21.729032258064517,Autumn,11.845161290322581
BadgerysCreek,2011,May,12.980645161290322,Autumn,13.464516129032258
BadgerysCreek,2011,November,21.153333333333332,Spring,12.28
BadgerysCreek,2011,October,16.717741935483872,Spring,12.441935483870967
BadgerysCreek,2011,September,14.955,Spring,14.31
BadgerysCreek,2012,April,17.801666666666666,Autumn,11.576666666666666
BadgerysCreek,2012,August,11.662903225806451,Winter,16.151612903225807
BadgerysCreek,2012,December,25.408333333333335,Summer,17.351612903225806
BadgerysCreek,2012,December,25.408333333333335,Summer,16.151612903225807
BadgerysCreek,2012,February,21.56551724137931,Summer,9.958620689655174
BadgerysCreek,2012,January,22.129032258064516,Summer,11.07741935483871
BadgerysCreek,2012,July,10.567741935483872,Winter,12.741935483870968
BadgerysCreek,2012,June,11.185,Winter,11.256666666666666
BadgerysCreek,2012,March,19.99516129032258,Autumn,9.970967741935484
BadgerysCreek,2012,May,12.996774193548386,Autumn,14.6
BadgerysCreek,2012,November,20.326666666666668,Spring,12.780000000000001
BadgerysCreek,2012,October,17.31935483870968,Spring,16.38064516129032
BadgerysCreek,2012,September,14.885,Spring,17.543333333333333
